1,0.184699,0.221026,0.186081
1,0.284711,0.374431,0.159679
1,0.321042,0.448960,0.140649
2,0.327681,0.508791,0.119628
2,0.321152,0.531889,0.111085
2,0.311963,0.558566,0.100258
3,0.316575,0.585014,0.094322
3,0.324041,0.598449,0.093117
3,0.328151,0.625816,0.084694
4,0.338075,0.651463,0.080443
4,0.336469,0.656332,0.079987
4,0.346583,0.690797,0.074511
5,0.341720,0.704573,0.068413
5,0.349228,0.724424,0.065877
5,0.349772,0.751923,0.060111
6,0.353001,0.746236,0.063019
6,0.351842,0.739763,0.063160
6,0.355641,0.765538,0.058255
7,0.357756,0.763566,0.060182
7,0.357562,0.762188,0.060285
7,0.359608,0.777279,0.056370
8,0.360529,0.774181,0.058221
8,0.363307,0.779799,0.058228
8,0.364167,0.792795,0.054717
9,0.368176,0.790973,0.055981
9,0.367321,0.786827,0.055803
9,0.365035,0.800838,0.051390
10,0.368744,0.796221,0.055749
10,0.366486,0.796258,0.054525
10,0.365854,0.805162,0.051379
11,0.368744,0.796888,0.054687
11,0.367848,0.796535,0.052932
11,0.368130,0.810078,0.051611
12,0.370427,0.801227,0.055629
12,0.368444,0.798861,0.053360
12,0.367688,0.810266,0.051110
13,0.372407,0.806393,0.054419
13,0.371456,0.805596,0.053464
13,0.369415,0.814504,0.049761
14,0.372215,0.806204,0.055300
14,0.371294,0.804887,0.053709
14,0.369275,0.813584,0.049954
15,0.372030,0.806040,0.054916
15,0.371773,0.805110,0.053011
15,0.372420,0.813885,0.051144
16,0.370926,0.805913,0.053377
16,0.370416,0.805358,0.053132
16,0.368786,0.814054,0.049980
17,0.370789,0.806639,0.054605
17,0.372456,0.806262,0.053010
17,0.368601,0.814797,0.050009
18,0.371309,0.806740,0.054271
18,0.369552,0.806306,0.053116
18,0.367851,0.814862,0.049775
19,0.372778,0.806769,0.054197
19,0.372729,0.806388,0.052620
19,0.370018,0.814913,0.050170
20,0.370309,0.806795,0.054625
20,0.373754,0.806314,0.053448
20,0.368579,0.814861,0.050352
