1,0.258709,0.350555,0.161675
1,0.311816,0.478451,0.127264
1,0.310191,0.550136,0.103118
2,0.320680,0.607216,0.090552
2,0.324583,0.633732,0.084755
2,0.323792,0.665434,0.077901
3,0.343733,0.712424,0.070262
3,0.338494,0.731171,0.065264
3,0.340950,0.752687,0.062205
4,0.347228,0.782020,0.058791
4,0.345391,0.795512,0.055492
4,0.350384,0.809768,0.054944
5,0.339512,0.816322,0.048253
5,0.349956,0.842672,0.044981
5,0.354268,0.874896,0.042804
6,0.355255,0.869979,0.044865
6,0.353881,0.874010,0.042067
6,0.357874,0.895744,0.040745
7,0.356669,0.889949,0.043037
7,0.357606,0.900517,0.039619
7,0.361340,0.904909,0.039581
8,0.357136,0.895462,0.041311
8,0.358107,0.902070,0.038646
8,0.362775,0.920664,0.038022
9,0.363784,0.915092,0.040127
9,0.362495,0.918766,0.037589
9,0.364218,0.926528,0.035952
10,0.365346,0.920117,0.038839
10,0.363533,0.922369,0.036516
10,0.362553,0.926341,0.036038
11,0.362170,0.920054,0.038310
11,0.364516,0.922678,0.035371
11,0.364011,0.929924,0.035668
12,0.365110,0.924532,0.038527
12,0.364072,0.926116,0.034925
12,0.366504,0.931618,0.035953
13,0.364069,0.926794,0.038122
13,0.364144,0.929970,0.035238
13,0.364494,0.934205,0.035527
14,0.364964,0.927065,0.038947
14,0.364064,0.929603,0.034626
14,0.364637,0.933801,0.034595
15,0.364823,0.926897,0.037893
15,0.366818,0.929780,0.036098
15,0.364709,0.933594,0.035263
16,0.363842,0.926785,0.037237
16,0.364854,0.929952,0.035757
16,0.363294,0.934317,0.034262
17,0.364812,0.927547,0.038362
17,0.365409,0.930612,0.035987
17,0.363799,0.934617,0.034000
18,0.365017,0.927586,0.037794
18,0.364920,0.930634,0.035140
18,0.363647,0.934676,0.034308
19,0.365644,0.927591,0.038682
19,0.367194,0.930643,0.035482
19,0.365223,0.934638,0.034823
20,0.366319,0.927565,0.039276
20,0.366236,0.930596,0.035165
20,0.362097,0.934605,0.034931
