1,0.208842,0.246428,0.185743
1,0.310506,0.411809,0.154098
1,0.347091,0.470459,0.140630
2,0.338904,0.487665,0.130224
2,0.330988,0.544591,0.108995
2,0.337069,0.600477,0.093501
3,0.336921,0.643548,0.083477
3,0.344113,0.670959,0.078861
3,0.352748,0.704235,0.070158
4,0.361518,0.725734,0.067315
4,0.360177,0.735528,0.063959
4,0.365565,0.755738,0.059000
5,0.364402,0.765505,0.057960
5,0.370843,0.782318,0.054889
5,0.375509,0.801987,0.052170
6,0.368930,0.821982,0.046052
6,0.378020,0.848722,0.042722
6,0.391104,0.885151,0.038904
7,0.391151,0.882528,0.040798
7,0.387027,0.874741,0.040432
7,0.391524,0.888389,0.038446
8,0.397332,0.899026,0.039211
8,0.398156,0.893033,0.039019
8,0.394531,0.897123,0.036270
9,0.397944,0.910416,0.037702
9,0.398767,0.904639,0.036787
9,0.403151,0.919019,0.035339
10,0.398795,0.916388,0.037046
10,0.398210,0.914036,0.036126
10,0.402852,0.925704,0.033827
11,0.405534,0.926533,0.035515
11,0.403970,0.921100,0.034546
11,0.402777,0.926432,0.033448
12,0.404484,0.932949,0.033363
12,0.409439,0.943321,0.032529
12,0.408334,0.944396,0.032010
13,0.404985,0.941875,0.031948
13,0.407887,0.943401,0.031232
13,0.410282,0.955110,0.028776
14,0.412357,0.960108,0.031259
14,0.412541,0.958139,0.030187
14,0.412513,0.963256,0.028384
15,0.415109,0.965025,0.030499
15,0.417188,0.964185,0.029799
15,0.410780,0.964791,0.028597
16,0.413925,0.966284,0.030041
16,0.415065,0.968356,0.030510
16,0.413722,0.968569,0.028399
17,0.416225,0.972447,0.030107
17,0.417106,0.969392,0.029710
17,0.415012,0.969155,0.028343
18,0.416256,0.968053,0.030757
18,0.416287,0.969546,0.028635
18,0.417442,0.974302,0.029163
19,0.412881,0.968759,0.029585
19,0.416636,0.968200,0.028975
19,0.413931,0.969710,0.028003
20,0.417198,0.969795,0.030397
20,0.413629,0.968607,0.029138
20,0.411282,0.969035,0.027302
