0.704951,0.951796
0.835328,1.060316
0.409739,0.400797
0.277768,1.273940
0.464226,1.094439
0.323647,1.284959
0.623041,0.784564
0.605641,1.022827
0.376722,1.193061
0.806022,0.960437
0.254934,0.989628
0.139791,0.653187
0.665657,1.111145
0.529116,1.134006
0.469627,1.208181
0.466589,1.025466
0.180857,1.456969
0.239791,1.208472
0.146001,1.197288
0.226272,1.241763
0.576705,1.243316
0.537597,0.801373
0.558638,0.663162
0.589630,0.911152
0.315940,0.825672
0.490209,0.775038
0.343891,0.789898
0.306813,1.175223
0.701118,0.786509
0.404773,1.619011
0.320436,0.766833
0.264659,0.836913
0.351825,1.213029
0.784114,0.760909
0.285042,0.670584
0.211644,1.280840
0.481956,0.880849
0.372529,0.924155
0.251754,0.692204
0.446761,0.916645
0.382402,0.695775
0.137393,0.726691
0.310854,0.830636
0.303204,0.597293
0.378778,1.188938
0.382932,1.259301
0.256036,0.990910
0.296617,0.570440
0.540568,1.058227
0.561894,0.984875
0.480125,0.705204
0.324625,0.382764
0.545154,0.932722
0.137932,0.851084
0.635689,0.321034
0.070182,1.257943
0.586822,1.138362
0.260392,0.947347
0.071757,0.933308
0.213719,1.262520
0.152004,0.344261
0.318499,1.130054
0.417116,0.368332
0.245133,0.226888
0.294315,1.114550
0.415037,0.826464
0.529080,0.730186
0.365867,0.455943
0.812925,0.827947
0.198414,0.514893
0.483297,0.610303
0.317706,0.701310
0.590574,0.639712
0.768058,0.968998
0.507704,1.034625
0.223719,1.037096
0.571574,0.992939
0.172597,0.615048
0.526426,0.876923
0.715177,0.806514
0.448655,0.686230
0.506714,1.105169
0.352028,0.774570
0.573845,0.927804
0.366890,0.534733
0.626470,0.918082
0.328448,0.807570
0.555853,1.184814
0.592431,0.666127
0.266075,0.762820
0.487090,1.149378
0.361052,1.255494
0.273812,1.031561
0.462477,0.786532
0.426778,0.690398
0.798326,0.925226
0.406531,1.283991
0.448516,0.654108
0.244127,1.372831
0.496876,1.063319
0.285242,0.781672
0.363427,1.262334
0.449694,0.402880
0.206061,1.196653
0.250740,1.242224
0.243031,0.704440
0.335658,1.142690
0.341046,1.029678
0.460395,0.605437
0.247318,0.642293
0.350772,1.299673
0.453924,0.735384
0.584719,1.193843
0.920555,0.811211
0.292808,1.038455
0.842894,1.170420
0.348184,0.624415
0.336562,0.817537
0.804702,0.695167
0.357475,0.675913
0.613359,0.654657
0.567191,1.127565
0.459266,1.030359
0.382277,1.030920
0.262782,0.639905
0.196819,1.077591
0.706042,1.093735
0.454691,1.080557
0.564308,0.997201
0.431213,1.244533
0.552473,0.876074
0.518814,0.363448
0.309809,1.146863
0.671130,1.191895
0.443730,0.946678
0.258571,1.183094
0.161760,0.862060
0.375965,1.160163
0.711014,0.605883
0.187690,1.127849
0.525165,0.397254
0.441622,1.380393
0.701291,1.299842
0.108391,0.925017
0.233920,0.879436
0.542769,1.357119
0.190852,1.218533
0.407048,1.221586
0.143863,1.351691
0.401528,0.655337
0.646918,1.286705
0.161044,0.371037
0.108003,0.818560
0.356395,1.139120
0.391573,0.357135
0.191113,1.323716
0.514784,1.299002
0.261400,1.103129
0.688126,0.815087
0.707156,0.861727
0.312108,1.602285
