1,0.233517,0.317224,0.165994
1,0.326910,0.474745,0.132942
1,0.324345,0.545120,0.107936
2,0.313207,0.580716,0.095968
2,0.323047,0.606815,0.090588
2,0.325930,0.647866,0.083630
3,0.328283,0.668116,0.077295
3,0.342203,0.697610,0.074370
3,0.339347,0.719208,0.070086
4,0.342512,0.739207,0.066083
4,0.348150,0.755577,0.061809
4,0.341093,0.760010,0.061392
5,0.342764,0.787996,0.052778
5,0.354502,0.833481,0.049059
5,0.350494,0.833244,0.047030
6,0.355402,0.834060,0.048462
6,0.356936,0.843618,0.046506
6,0.357280,0.856704,0.045166
7,0.358553,0.850827,0.046236
7,0.362116,0.864743,0.044120
7,0.358249,0.861393,0.043878
8,0.362558,0.864619,0.044295
8,0.362544,0.870878,0.042587
8,0.355935,0.864107,0.042613
9,0.358820,0.872604,0.042235
9,0.362523,0.876077,0.041081
9,0.356659,0.873173,0.040180
10,0.359538,0.869113,0.042373
10,0.360573,0.875836,0.039621
10,0.360024,0.877219,0.039919
11,0.358836,0.872359,0.041323
11,0.361353,0.877329,0.039592
11,0.358076,0.879309,0.039114
12,0.361195,0.876616,0.041524
12,0.361984,0.882461,0.038590
12,0.362572,0.884466,0.039349
13,0.366546,0.880683,0.042081
13,0.365971,0.885840,0.039665
13,0.363476,0.885773,0.039023
14,0.365257,0.879994,0.041440
14,0.363185,0.885354,0.038775
14,0.361940,0.885612,0.039068
15,0.365236,0.879823,0.041867
15,0.363511,0.885195,0.038020
15,0.362834,0.885301,0.039580
16,0.364686,0.879668,0.041259
16,0.363558,0.885278,0.038330
16,0.362212,0.885887,0.038488
17,0.364892,0.880285,0.040685
17,0.365005,0.886021,0.038361
17,0.361907,0.886139,0.038484
18,0.363778,0.880352,0.041549
18,0.363415,0.886089,0.038197
18,0.362576,0.886179,0.038714
19,0.363966,0.880370,0.041296
19,0.364463,0.886065,0.037836
19,0.361994,0.886167,0.038271
20,0.363944,0.880383,0.041365
20,0.364993,0.886096,0.038453
20,0.363771,0.886159,0.039413
