0.513379,0.798711
0.360725,1.092172
0.107285,0.961915
0.846046,1.216646
0.481747,1.246281
0.405362,0.436089
0.455946,1.175525
0.411727,0.662059
0.290220,0.207303
0.292653,0.759659
0.465780,0.524556
0.268847,0.718277
0.242517,1.423585
0.506762,0.924598
0.753886,1.403475
0.502287,0.361303
0.301668,0.501604
0.263178,0.220441
0.471196,1.050725
0.073245,0.890154
0.187451,1.002309
0.416264,0.909668
0.493776,1.242007
0.685296,0.372251
0.690980,1.201091
0.616706,0.905479
0.454510,0.580479
0.320577,1.057236
0.169430,1.103082
0.275157,1.055120
0.710955,1.230498
0.210888,1.168785
0.549258,0.417287
0.365551,0.774947
0.405306,1.021093
0.491585,0.754802
0.617500,0.696425
0.584903,1.353011
0.157715,0.898474
0.675636,0.335960
0.549417,0.856054
0.212708,0.798475
0.140381,0.849442
0.226761,0.909875
0.784478,0.793732
0.621985,0.754695
0.799309,0.698498
0.832466,0.996965
0.601287,0.605257
0.475217,0.661962
0.698648,0.697297
0.574902,0.697444
0.561879,0.894439
0.391168,0.851260
0.363603,0.522399
0.542546,0.646821
0.157007,0.597856
1.003529,1.389623
0.939761,0.282209
0.456929,0.633487
0.722894,0.812339
0.354079,0.331399
0.486191,1.111831
0.341638,0.508018
0.394309,0.582725
0.395796,0.687952
0.401556,1.137822
0.466201,0.958325
0.507641,0.936419
0.223510,0.793836
0.150277,1.055690
0.130880,1.005671
0.223641,1.268557
0.399199,1.112936
0.327503,1.078767
0.606534,1.063034
0.128674,1.041257
0.457027,1.068488
0.263297,0.905088
0.636802,1.128111
0.397661,1.211159
0.528594,1.092279
0.236067,1.322610
0.317849,1.407091
0.486801,1.072115
0.217907,0.582696
0.135172,1.239582
0.479046,1.155289
0.400041,1.123041
0.304041,0.904203
0.404969,0.871134
0.613734,0.384162
0.442663,1.136421
0.194651,0.965785
0.405832,0.487201
0.281983,0.804394
0.614304,0.972863
0.585612,0.504780
0.416119,0.950725
0.337616,0.853448
1.103224,0.506065
0.287069,0.570420
0.513743,0.582935
0.279468,1.439164
0.201379,1.096369
0.192065,0.672855
0.711612,0.695756
0.293209,0.534891
0.305832,1.345976
0.230773,1.156903
0.296852,1.416651
0.465294,1.019799
0.568630,0.773093
0.432925,0.809126
0.356041,0.768671
0.139365,1.170399
0.576471,1.152226
0.252255,1.174458
0.247120,0.827177
0.363208,0.955793
0.471469,1.083271
0.278580,0.740041
0.608112,1.183121
0.212328,1.056045
0.589143,0.475485
1.066151,1.311143
0.328626,0.492346
0.750517,0.643949
0.527965,0.621903
0.294194,0.605151
0.188137,0.883976
0.548122,0.428216
0.383886,0.537980
0.324565,0.976009
0.393032,0.919649
0.904348,0.499385
0.344185,0.560695
0.282788,0.401825
0.247959,0.931815
0.275918,0.602210
0.717156,0.646421
0.563832,1.318482
0.679278,0.607944
0.433359,0.656997
0.681911,0.514564
0.206506,1.005045
0.519222,0.765499
0.306136,0.757481
0.451328,0.443140
0.501074,0.278701
0.889542,0.602678
0.477708,0.407092
0.938463,0.607151
0.195195,1.193753
0.234345,1.038220
0.233572,0.805808
0.155211,1.346638
0.538849,1.202856
0.296928,0.947168
0.833791,0.957982
0.181071,0.366400
0.162708,0.852309
0.915104,0.742978
0.155618,0.822314
0.470278,1.186106
0.693640,0.864407
